Comment;;;; Note 
grande reussite ! drôle et émouvant. Nous étions 4 à le voir et partager le même avis. Encore bravo !;;;; 5
J'aime bien l'esprit marvel ! mais j'ai trouvé un peu complexe ces espèces de trous noir.....je ne regarde pas thor pour avoir l'impression d'être en cours de science !;;;; 2.5
Un des meilleurs volet de la plus grande saga jamais réaliser.Un très bon film qui comble toutes les attentes du spectateur.;;;; 5
Quelle Désolation en effet. Tolkien n'a pas résister aux conventions et au formatage des studios d'Hollywood. C'est un enterrement grand budget de Tolkien.;;;; 1.5
Il est difficile de comprendre l'engouement pour ce film tant de la part des critiques que des spectateurs. Peut être que ces personnes n'ont pas lu le livre ou bien sont tellement nostalgiques du Seigneur des Anneaux qu'ils apprécient ce film parce qu'il permet de replonger un peu en Terre du Milieu? Cela reste un mystère pour moi car ce film est vraiment MAUVAIS! Même en tant que fan de Tolkien et de Peter Jackson il était déjà compliquer d'apprécier le 1, mais alors celui là, c'est complètement impossible. En plus d'être très éloigné du livre, les digressions sont totalement injustifiées! (Alors que dans le seigneur des anneaux, elles étaient toujours judicieuses et utiles). Ce film est une succession de POURQUOI. Pourquoi avoir ajouté une histoire d'amour complètement inutile et horriblement niaise?! Pourquoi Gandalf se bat contre une fumée noire moche?! Pourquoi Smaug se bat contres les nains dans la caverne pendant 30 minutes mal filmées alors qu'ils ne sont même pas sensés y entrer?! La présence de Legolas passe encore pour le côté nostalgie et parce que sa présence peut être légitime dans le royaume des elfes. Mais ensuite, pourquoi le faire suivre les nains sans aucune raison valable? Si ce n'est pour suivre le personnage inutile de Tauriel... (La performance d'Evangeline Lilly n'est pas remise en cause, mais son personnage est d'un vide sidéral!)Et Bilbon dans tout ça? Celui qui donne son nom au film vous savez? Et bien à part pour sauver ses amis 2-3 fois il est totalement inexistant et mis à l'écart. Sans doute parce que son moment de gloire (sa conversation avec Smaug qui normalement dure longtemps dans le livre) est ici réduite à 2 minutes de film pour ensuite laisser place à un grand n'importe quoi ponctué d'effets spéciaux affreux.Parce que oui, ce film est MOOOOOCHE! Visuellement il a parfois 10 ans de retard! Le Seigneur des Anneaux était mieux fait, en 2001! Là, on distingue presque parfois les fonds verts, notamment dans la scène où Gandalf rencontre "Sauron". Ou encore dans la caverne de Smaug où la montagne d'or est digne d'un décor de vieux jeu vidéo, et que dire de la scène avec la statue d'or qui fond... On en a mal aux yeux.Certes, c'est tentant de tout pardonner pour pouvoir se replonger, 10 ans après le SDA, dans l'univers de Tolkien... Mais faut-il pour autant tout excuser et s'extasier devant un film objectivement mauvais et commercial juste parce qu'ils affichent les mots "Hobbit" et "Peter Jackson"?!;;;; 1.5
Bof : film gentillet mais sans plus ...;;;; 2.5
Les scènes "amusantes" sont beaucoup trop attendues. Les bons acteurs permettent un sourire de temps en temps. Le film n'est pas assez drôle pour une comédie. On se surprend à regarder sa montre, même en bonne compagnie.;;;; 2.5
Première critique sur allo ciné, j'ai été voir ce film hier et j'en suis ressorti avec un avis mitigé, les scènes sont bonnes l'aspect visuel bluffant avec des effets spéciaux qui m'ont failli faire tomber par terre et un ben Affleck surpuissant et crédible dans le rôle de Batman surclassant la prestation d'Henri cavill.La bande son est toujours autant une réussite avec maître Zimmer aux commandes.Le gros défaut du film serait dans son fil conducteur et ses transitions on a l'impression d'avoir des scènes filmées et mises les unes à la suite des autres ou le spectateur doit s'y retrouver, je pense qu'une deuxième visualisation du film peut être intéressante pour bien tout comprendre. (J'attendrais la version longue avec 30 minutes de plus pour me faire une idée définitive).Je suis donc ressorti avec une idée d'un bon film mais légèrement décevant par rapport à ce que j'attendais je suis entre le 3 et 4 pour ce film. Allez le voir sans hésitation pour vous faire votre propre opinion.;;;; 3
Bi Ba Badaboum... disait Bruce Willis dans le Cinquième Element. C'est tout ce qu'il y a retenir de ce "film". On regrette les Batman de Christopher Nolan et on regrette surtout Watchmen qui est le meilleur du super héros. Un scénario faible que l'on tente de renforcer par une utilisation inutile de l'action. Heureusement que le graphique et les couleurs séduisent parfois. J'ai pas quitté la salle parce que j'étais au milieu.. N'allez pas voir ce film. Dégustez une tarte au citron en famille. Ça vaut mieux, car c'est à chier !;;;; 5
Ce film est d'une nullité extrême! Pas d'histoire, effets spéciaux horriblement moches! Une perte de temps, à ne surtout pas voir.;;;; 5
Pas d'erreur de casting, mais erreur de réalisation. Sans fond - bon admettons-, mais ce qui est le plus étonnant pour  un film dans ce genre, c'est la forme: c'est très sombre, c'est flou, le 3D est nul, bref, on ne voit rien. Je crois que c'est le film le plus nul que j'ai vu au cinéma après Solaris, et encore,il y avait quand même de belles images. Conclusion: 2 heures 30 d'ennui. Je crois qu'ils ont mis tout le budget dans le marketing.;;;; 5
Nul, c'est long... On s'ennuie... Y'a pas de scénario. Y'a juste plein de fille en bikini... Je regrette d'avoir payer 8€ pour un film pareil.;;;; 5
Un Mr Bond comme on l'attendais! Un film qui commence a 200 à l'heure et ensuite une histoire beaucoup plus profonde il en fallait bien un avec Daniel Craig petite déception pour la fin et le jeune Q qui me fait trop penser a une certaine personne de série américaine dommage Mais ce dernier James Bond répond aux attentes un classique pour 50ans de film!;;;; 4
Heureusement  René Féret existe et Pierre Schondorfer aussiet ça vaut mieux que bien des super productions tape-à-l'oeil et creuses (Tom Cruise ...).;;;; 4
encore un film au plus au point nullisime dont les réalisateurs voulaient réalisés a grande échelle pour l'argent et qui n'a aucun sens.;;;; 5
Un film fourre-tout pas à la hauteur de Sean Penn ni de Javier Bardem, les scènes les plus intéressantes sont finalement les scènes d'action, alors que le film se veut dénonciateur, il n'est pas assez incisif et frôle par moments le cucul la praline.;;;; 1
Humour au rendez-vous, persévère dans l'écriture c'était très réussi. Film unique qui ne tombe pas dans les clichés mais dans lequel en même temps on peut s'identifier. Dilm à voir et surtout à revoir. Félicitations pour ce film Nawel et Chapeau Mimoune tu es un acteur de ouf #jesuislila;;;; 5
what a fucking film!! ouai ouai trés bon film dénoncant les dangers du nationalisme. bande son nikel, dommage qu'on ne parle pas assez des vraies origines des skinheads pour remettre une bonne foi pour toute les préjugés a leur place!! S.H.A.R.P....;;;; 5
Très bon film, bons acteurs, bande-son énorme, mais à réserver aux "initiés" tout de même car on est loin du "skinhead TF1". Enfin, un film qui montre de vrais skinheads. J'ai cru voir dans les commentaires certaines personnes qui le comparaient à  American History X...quel rapport ? Est-il question de skinheads dans American History X ? Parlent-ils de skinheads dans American History X ? Non, American History X parle de jeunes Néonazis américains. This Is England parle de Skinheads.;;;; 5
J'ai adorée ce film sauve la fin du film car sait triste mais se film est jeniale. Ma maman a aussi adorée le film;;;; 5
ce film est un ramassis de cliché.soit disant un 'boum 2', oui effectivement par lequel le film nous montre toutes les facettes de l'adolescence.probleme:ce sont les facettes d'adoslescents rockeurs des quartiers riches.il va vraiment falloir faire comprendre aux realisateurs que tous les jeunes ecoutant de la musique rock ne s'habille pas avec les cheveux en petard, avec un petit manteau en cuir!non la jeunesse actuelle n'est pas qu'un sosie du groupe BB Brunes, heureusement.En dehors de cette representation stéréotypée des adoslescents, il faut tout de meme saluer la prestation de sophie marceau.Fraiche, petillante elle rend vraiment le film credible et nous entraine avec plaisir dans ses histoires d'amour parallelement aux histoires d'amour de lola sa fille.Saluons egalement toutes les prestations des acteurs secondaires allant de astier, quivrin et toutes la bande d'amis(stephane, paul-henri et mael entres autres).Ce sont eux qui rendent ce film trop rarement drole et touchant.Je trouve le personnage assez etouffant et trop caricatural.Certes un film qui permet(presque) de passer une bonne soirée mais qu'en aucun cas je ne retournerai voir.Et payer six euros pour ca...;;;; 1
S’il n’avait pas été signé Ridley Scott, ce film de gangster serait passé inaperçu ! Toutes les conditions étaient pourtant réunies : de grands acteurs, un sujet emblématique et un réalisateur qui a fait ces preuves. Mais la magie n’opère pas. Rien de nouveau ni d’original, on peine à rentré dans l’histoire de ce film qui s’essouffle à coller au genre par des mécanismes grossiers et vieillots. Le tout est insipide, long  et ennuyeux. Avoir chez soi, à la télé un dimanche soir…;;;; 1
Excellent road movie qui nous montre (en quelque sorte) la réalité des concours de mini miss aux Etats Unis !! Les membres de la famille Hoover sont tous attachants et ont tous une personnalité différente, surtout la petite Olive qui fait une prestation étonnante et remarquée lors du concours de Little Miss Sunshine pour laquelle toute la famille se rend en van. Un film ou la bonne humeur est présente du début a la fin avec une petite touche de sensibilité. Bref, Little Miss Sunshine est un très bon divetissement à voir en famille que je vous recommande absolument !;;;; 5
Un début plutôt drôle, puis on s'y perd. Quelques bons moments d'humours avec Garcia et Cluzet. Isabelle Carré est magnifique! Mais des longueurs, beaucoup de longueurs, notemment le moment dans le sous sol où Cluzet prend les dimensions...Un plaisir aussi de revoir Luis Rego!;;;; 2.5
Bon, j'en ai vraiment marre. Je me suis inscrit sur AC juste pour pousser mon coup de gueule.J'ai vu ce "film" chez un pote, et ma réaction, c'est ... consterné !!Voila le genre de choses qui me fait avoir honte d'être un ado aujourd'hui !!! J'ai 17 ans, et je ne considère pas que la "vraie vie" (yahou !!) c'est baiser et se bourrer la gueule (+ les pétards, j'ai failli oublier !) tous les soirs !!Et ceux qui laissent des commentaires du genre "ah mais ouais comme je me suis trop reconnu(e), wew, t'as vu, trop !", eh bien vous me faites encore plus honte et vous devriez apprendre à penser un peu par vous-même et à arrêter d'être des moutons, alors que vous pensez sûrement être des "true-rebelz".Mais franchement, les petits bourges du XVI qui se font leur rebellion à coups de baisages dans les chiottes, de "wow chuis bourrée, j'ai bu un panach, hihihi !" et de pétards, ca me fait à la fois hurler de rire et à la fois envie de coller des tartes !! Bref, un film de merde, qui me fait avoir vraiment hâte d'être enfin un "adulte" (env. 21 ans) pour ne plus être assimilé à ce ramassis de débiles pathétiques !Allez, salut, les "rebelles" !!;;;; 5
Enfin un film français qui fait du bien, une vraie bouffée d'oxygène, de la légèreté, du rythme, de l'amour, de la vie!! j'ai adoré;;;; 5
Je trouve ce film super ! Cela m'a rappelé beaucoup de souvenirs notamment les premiers amours, les voyages scolaires, les notes, le journal intime lol . Je le recommande à tous !!Superr film !;;;; 5
Ce film est Vraiment Génial et très réaliste. Je l'ai vu 2 fois et je compte aller le revoir une 3e fois.Beaucoup disent qu'il ne touche que la jeunesse dorée de Paris, or c'est faux. C'est sur leurs fringues sont principalement des Zadig &amp; Voltaire, mais ils ne sont pas bourré de fric non plus.par exemple, leurs appartements ne sont pas si grands que ça. Et puis pour tous les gens le jugeant sans l'avoir vu ne vous fiez pas à la bande annonce qui n'est pas géniale et arrêter de critiquer sans preuves de ce que vous avancez.;;;; 5
C'est pour ce genre de film qu'on regrette amèrement de ne pas avoir accès à la note "zéro". Ca me fait mal de devoir mettre 0,5 à ce truc lamentable...;;;; 5
Film réalisé d'une simplicité contagieuse. 1er long métrage de cette réalisatrice libanaise, et votre réaction à la sortie de Caramel sera : A quand le prochain!? Un grand MERCI pour toutes l'équipes de ce film pour nous transmettre tant de sentiments, une BO très réussit, et tant de plaisir dans ce Paris si pluvieux de ce mois d'aout. Un film à conseiller, et à reconseiller pour ce qui l'on déjà vu!! En attente du DVD, Collector si possible...;;;; 5
Très bon film américain! On ne s'ennuie pas une minute. Très bons effets spéciaux, un peu d'humour. A conseiller!;;;; 4
Avis à tous les fans de Tolkien : N'ALLEZ PAS VOIR "LE HOBBIT", ou alors avalez un tube d’antidépresseurs avant...Nan parce que si vous avez hurlé à l'hérésie devant le seigneur des anneaux et ses scènes coupées et ses quelques infidélités (oui, je parle bien des elfes au gouffre de Helm !), là c'est plus des libertés qu'a pris Jackson : C'EST UN VERITABLE VIOL (de l'oeuvre originale s'entend... Quoi que pour les yeux aussi).Attention : SPOILSSpoiler: Bon tout d'abord une note presque positive : les elfes n'ont plus l'air sortis de "La cage aux folles", mais plutôt d'"Expendable"... Cette fois on ne se marre plus aux 2-3 cascades de Legolas : il est à juste titre tout le temps en train de se la jouer spiderman. Classe mais peut-être un peu trop Tank de mmo quoi...Aucune péripétie ne se déroule comme dans le livre : Béorn, les araignées, pas de banquet des elfes...La scène mémorable des tonneaux : bon ben c'est transformé en balade sur la rivière façon quasi nanardesques "vas y que j'te fous des cascades même pas crédible". On a des nains aussi agiles que des elfes...La partie de Lacville, alors là j'ai même pas cherché le rapport au livre... Barde n'est que peu mentionné dans le livre (un mec qui met en garde les gens sans plus), c'est quoi ce délire de contrebandier là...Passons à cette splendide histoire d'amour interraciale entre une elfette sortie d'on ne sait où (mais pas du livre... ah ben oui... de "Lost", je me disais que je l'avais déja vue ailleurs...) et d'un nain beau gosse à la Dean de "Supernatural"... Version ménage à trois avec Légolas... uerk, ça frise la zoophilie ! Ouais en fait passons va...Legolas, oui oui, Legolas, qui outre le fait qu'il n'a strictement rien à foutre là, est devenu un espèce de terminator... Petit rappel : c'est un perso du SDA... Or Bilbo a été écrit 20 ans avant... C'est bien le fils de Thranduil mais dans le SDA il est fait mention de son combat contre le nécromancien à Fangorn : pour justifier son absence, justement, du Hobbit.Transition utile pour parler de toute l'Histoire du nécro... 3 lignes dans le bouquin (Gandalf : ouais bon chuis à la bourre j'ai pété la gueule à un nécro, (en gros)) qui devient une histoire à rallonge avec la super télépathie de Galadriel... Un capitaine orc mentionné sur 2 lignes dont on suit la vie passionnante : je traque les nains et je les attrape jamais... Du doux nom d' "Azog le profanateur", oui oui, c'est censé être du Tolkien pas du wow...Il a même osé nous coller un duel à la DBZ entre Gandalf et Sauron ! WTF ? C'en est indécent...Et nous arrivons à la conclusion des plus improbables !Bilbo qui se révèle devant Smaug... Sans son anneau. Ok expliquez moi pourquoi il a pas fini en crackers pour dragon là ?Au passage le réa ne doit pas comprendre les bases de l'économie. Vue les montagnes d'or amassées là, l'or doit être moins précieux que le fer car moins rare...Ah tiens des cadavres de nains même pas décomposés en deux siècles, nice !Et là, c'est le drame...THE FINAL FIGHT : Nabot vs Dragon. Note préliminaire : ces 40 minutes de cascades ridicules n'ont jamais été de Tolkien : les nains n'affrontent pas du tout le dragon (ils se font enfermer dans la cité par sa colère quand il détruit la porte point barre !). Alors là c'est une débauche de cache cache, dragon m'as tu vu ? Et vas-y qu'on rallume des fours éteints depuis 200 ans à coup de feudragon, qu'on monte un plan du genre Terminator dans la fonderie et qu'on le transforme en statue d'or version Game of throne... NAWAK intégral, juste pour faire un final qui tue (raté, l'or liquide a vraiment un effet synthèse des années 90... A coté d'un dragon super bien modélisé...)Bref, c'est surement un film passable quand on n'a pas lu Tolkien, mais c'est une PUTAIN D'HERESIE pour ceux qui aiment son univers. Ca ne devrait pas être autorisé de trahir à ce point un chef d'oeuvre pareil ! En fait il a du lire le résumé derrière le boukin pour écrire le scénard parce qu'en dehors des grandes lignes, Jackson n'a rien respecté.Déja qu'il s'était pris un tollé avec le SDA, mais je peux vous assurer qu'en comparaison on peut largement relativiser !Je crie au scandale ! A l'outrage ! A l'attentat ! Je n'ai jamais été aussi révulsé devant une adaptation cinématographique.;;;; 5
Voilà je viens d'aller voir le deuxième opus de la saga sur Bilbon et je dois avouer qu'il est plus que décevant.Autant on ne s'ennui pas la première heure mais les deux dernières sont longues, aussi bien dans la progression du récit que les images, même en 3D.On a l'impression de regarder en boucle une cinématique de jeu vidéo. Des longueurs inutiles qui font mal aux yeux à force de se complaire dans des images qui misent toujours sur plus de sur enchère: et voilàSpoiler:  Légolas qui surf sur un Orc par-ci et le dragon qui crache des flammes pour rien à droit à gauche histoire de montrer du feu et j'en passe plein d'autres.Du coup j'ai dépensé 13 euros + 5 de bonbons au chocolats, soit 18 euros pour perdre ma soirée. Seules quelques rares scènes méritent d'être vues mais elles sont loin de rattraper le reste. Inutile de payer pour voir ce film, c'est une perte de temps et d'argent.Ce film est de loin le pire de toutes les adaptation de Tolkien signées Jackson.;;;; 1
j'ai beaucoup aimé ce film, un peu construit comme un conte initiatique. Les acteurs sont très bons, surtout les plus jeunes. Dépaysement autour du Mississippi,  cadre d'une aventure d'adolescents qui fait penser à Huckleberry Finn. Éducation sentimentale, faux semblant des  adultes. C'est un film touchant, dans la lignée du Story telling américain. A ne pas rater;;;; 4
Mais où est le scénario ? Ah oui ok brûlé par Smaug... Pour le scénar, j'aurai mis zéro, les seuls points sont pour le visuel et encore, Photoshop a abusé de ses artifices pour effacer toute impression d'humanité et rendre les personnages assez froids. En prime, c'est à peine si on ne vous prie pas d'acheter le ticket pour le n° à la fin du film tant cette fin pue l'appel aux dollars.;;;; 2
Bien que l'oeuvre originale n'ait pas été respecté à la lettre, ce dernier volet de la trilogie est une petite réussite que l'on peut savourer même en tant que fan des livres, et apporte des réponses à certaines questions que l'on se posait depuis le premier film. Bourré de scènes d'action au rythme soutenu, le Remède Mortel parvient à tenir en haleine son spectateur durant ses 2H23 et ne lui laisse pas le temps de s'ennuyer. Comme pour les précédents, les personnages sont toujours aussi attachants et on finit par comprendre les actions de certains. Une mention spéciale est à donner à Thomas Brodie-Sangster, interprétant Newt, car il est certainement celui qui nous donne la meilleure performance dans cet opus, nous plongeant dans le coeur de son personnage. Des trois films, c'est dans celui-ci qu'il parvient à démontrer toute l'ampleur de son talent et nous fait espérer de le voir dans d'autres réalisations prochainement.Les musiques apportent également un bon rythme au film et nous entraînent dans un tumulte d'émotions dont il est difficile de s'extraire. L'une d'entre elles m'a profondément marqué mais je n'irai pas dans la case spoiler pour ne pas gâcher le plaisir des autres.Pour ma part, je trouve que la scène finale est une bien meilleure conclusion que celle du bouquin et remercie Wes Ball de ne pas avoir suivi l'oeuvre originale (comme pour d'autres petits détails). Elle est plus touchante et conclue mieux la trilogie que ne l'aurait fait celle du livre.En bref, un très bon film et une bonne conclusion !;;;; 4.5
Que dire sur ce film ?! Il est tout simplement génial, un amour éternel raconté à travers un jeu... On accroche vraiment, les acteurs sont géniaux, et très convainquants. Sophie, jeune comme adulte, et à la fois attachante et détestable... Julien, lui, est distant mais appréciable ! Les deux se complètent et s'opposent ! Cap et pas cap... LE jeux devenu culte grâce à ce film ! Et n'oubliez pas la morale du film.. : Si vous pouvez roulez à 210 km/h, roulez y...;;;; 5
On en prend pleins la vue, parfois même un peu trop... tout se passe TROP bien pour la compagnie des nains et le film est aussi enfantin que le 1er . Je m'attendais a une amélioration. Raté. cette saga est bien loin du seigneur des anneaux. Pour l'instant .;;;; 3.5
alors, pour être clair...je suis fan de Depp, il cartonne bien dans le film et il est plutôt amusant. Mais je me suis fait chier comme pas possible, le film est trop long et certains acteurs qui étaient très bon dans des précédentes productions, sont moyens dans ce film, une synopsis qui est pas mal mais qui tourne en rond. je suis très déçu;;;; 2.5
Bon la je suis vraiment dessus, étant fan de la trilogie du seigneur des anneau , je me suis lésé amadoué par le hobbit, apré avoir vue le premier volet , de bonne foit ( et surtout rien d'autre a fair ) je suis allé au ciné voir la désolation de smaug. le films commencé très bien et pausé de bonne base , mes y'a un moment faut aréter  avec les scène de combat plus que sur-réaliste et ses bien la le plus gros defaut . meme si d'autre chose sont bien plus choquante. Mes bon la je croit avoir atteint un cape de non retour et la pour moi ses la goûte d'eau qui fait débordé le  conclure se films ravira un grand monde de personne mes en aucun qua les fan de la trilogie du seigneur des aneau.;;;; 3.5
Ma critique du film dans les grandes lignes (d'autres internautes sont plus doués que moi pour rentrer dans les détails):Vu en HFR 3D.J'ai le même constat que pour le premier épisode, à savoir que c'est un film très "Disney". C'est le roman qui veut ça mais on est très loin du sérieux du "Seigneur des Anneaux". C'est gentil, aseptisé et guignolesque dans les combats ( OMG Légolas...toujours accros au surf).Alors oui, le film passe en vitesse de croisière, bien plus épique que son prédécesseur, très bien mise en scène, l'action est quasi non-stop et les effets spéciaux sont bien foutus (quoiqu'un peu trop plastique je trouve). LE point fort, la longue séquence de rencontre/affrontement entre nos héros et le dragon Smaug qui constitue indéniablement le climax du film. Gros point négatif, la bande son de Howard Shore est inexistante et la musique du générique de fin aberrante en comparaison à la superbe OST du "Seigneur des Anneaux".;;;; 4
Jouissif!!! Malgré quelques défauts comme la mauvaise BO, la mièvre pseudo love story et le trop plein D'effets spéciaux... Vivement la VO dans un premier temps et surtout la suite qui promet d'être grandiose ... 1 an c'est long surtout après la frustration d'une fin qui nous laisse sur notre faim!;;;; 4.5
DJÚPIÐ (Survivre)Réalisation : Baltasar Kormákur.Acteurs : Ólafur Darri, Stefán Hallur, Jóhann Jóhannsson.Genre : drameIslande 2012.Le film Djúpið est inspiré de faits réel.Le 11 mars 1984 le bateau de pêche, Hellisey, a coulé dans l'océan Atlantique. Un seul homme a survécu cet accident horrible. Ayant perdu tous ses amis dans l'océan. Il a dû nager pendant six heures jusqu'a ce qu'il trouve la terre, la côte sud islandaise. Très loin de tout il a marché pieds nus un long chemin sur la lave et de la neige. Tout le monde dans son village était bouleversé, qu'il ait pu nager et marcher dans ce froid glacial. Quelle détermination. Ce film rend hommage á la vie de pêcheurs d'Islande. Cette histoire vrai reste bien fidèle au sujet. Le directeur a même coulé un bateau, avec les acteurs et l'équipage technique dedans, pour qu'il puisse faire la scène plus réelle. Rien n'est faux. Aussi, il montre avec beaucoup de sensibilité la vie de pêcheurs et leurs familles.Ce que j'ai apprécie dans ce film c'est l'histoire. Elle m'a beaucoup touchée, parce que tout le monde en Islande connait au moins un pêcheur. Une histoire vraiment cocasse.Tous les acteurs, sans exception, sont magnifiques, notamment Ólafur Darri qui joue le role principal. Il est extraordinaire, grand et trés fort.C'est un film dans lequel on trouve beaucoup d'emotions differentes. Ce qui fait peur c'est la musique. Elle est glaciale comme l'océan.Dans ce film tout est réuni : le jeu, le montage, l'histoire et la direction de Baltasar Kormákur. Un vrai régal. Je le recommande vivement.;;;; 5
Quand on voit sur la pochette (du DVD) "nominé pour 6 oscars" , Tom Hanks, on s'attend à du bon et cela n'aide en général pas.  Tom Hanks n'est pas crédible en tueur. Les dialogues sont simplets. L'histoire est d'un classicisme ennuyeux. Reste de bons décors. A voir qu'une fois pour moi.;;;; 2
Excellent film touchant drôle belle déclaration d'amour d'une fille à son père ! Nawell madani fidèle à elle même ! Fonceeeez !;;;; 5
Excellent film , rires et larmes sont au rendez-vous. un film réussi avec des acteurs au top. Bravo !;;;; 4.5
Vu en avant première et on a trop aimé ! De l'humour de l'émotion un soupçon de danse et beaucoup de passion ça donne un SUPER FILM ! Une BO au top également ! Encore bravo à Nawell Madani qui encore une fois réussi tout ce qu'elle entreprend! Je suis fan 😍👌🏼;;;; 5
Very bad trip 3 m'a fait l'effet de la fin d'un pet foireux... plus de souffle. Pas de black out comme dans les épisodes précédents, où les trois compères cherchent à se sortir de la merde noire dans laquelle ils se sont fourrés, les gags sont patauds, le scénario bancal, les dialogues lourds ... On sent que tout ça est très fatigué, c'est du vu et revu ... La machine ne prend plus et laisse le public déçu, et dubitatif devant tant de nullité crasse. Au vu du prix de la place de cinéma, on a juste envie de pleurer. Seule la satisfaisante intervention de la girafe permet d'accorder le point et demi de ce film, quand bien même elle ne parvient pas à le sauver du fiasco.;;;; 1.5
Un beau film avec de belles images et une histoire plutôt originale, même si finalement pas tant que ça ! Quelques séquences émouvantes, dont une qui ira jusqu'à faire pleurer tous les enfants de la salle !;;;; 3.5
Un grand moment de cinéma ...avec un final époustouflant!!!Certes le film n'es pas exempt de défaut mais ils sont minimes tant la tâche accomplie est énorme.C'est définitivement trop court...vivement la version longue pour compléter les quelques scènes écourtées ou tout simplement manquantes.PJ a certes pris certaines latitudes mais dans l'unique but de dynamiser cet "épisode".A voir et à revoir sans hésitation.;;;; 5
Excellent, on se marre..  ferme!  Des gags à pleurer de rire. Dupontel est trop drôle et aussi touchant. à voir!;;;; 5
C'est probablement la meilleure trilogie que j'ai jamais vue ! Je ne m'en lasserais jamais. Bien que je préfère uniquement les version longue, ces films passent très vite, on s'attache aussi bien au héros qu'à Gollum. Peter Jackson a sortit un vrai chef d'oeuvre.;;;; 5
Quoi dire de plus qu'un nouveau chef d'oeuvre de Peter Jackson à l'image du travail unique de John Ronald Reuel Tolkien ...;;;; 5
Bonjour,Étant un grand fan de la trilogie LOTR et ayant apprécier le 1er film de cette trilogie ce film tait pour moi ma grande attente de l'année. Et ce film ne m'a pas du tout déçu loin de la, il m'a emmener dans un autre monde pendant 2H40 ( qui sont passés très rapidement) à l'aide d'un superbe scénario, d'effets spéciaux hallucinants (la scène des tonneaux est juste impressionante) ,d'acteurs formidables (martin freeman joue encore une fois super bien) et enfin de décors plus impressionants les uns que les autres.Seul 2 petits bémols sont a noter:-Je ne vois pas ce que legolas fait dans ce filmSpoiler:  (quand il se bat avec bolg j'ai juste envie qu'il se fasse décapiter ) même si je trouve que la prèsence de Tauriel est justifiée- Spoiler: L'histoire d'amour entre Kili et Tauriel est juste ridicule et ne sert à rien.Mais ce n'est pas ça qui m'a empêché d'avoir passé un très très très bon momentJe n'ai plus qu'un seul conseil à donner a tout ceux qui n'ont pas encore vu ce film :courez au cinéma.;;;; 5
Un super film avec beaucoup d'action, des superbes effet spéciaux et les acteurs jouent très bien ainsi que la belle Rihanna ce film est un mélange de world invasion et transformers 3 ( tout 2 de supers films ) mais pas la même histoire allé le voir sérieux c'est un bon film;;;; 5
Je n'ai jamais été un grand fan des "comédies romantiques" mais j'ai eu envie de regarder The First Time sans savoir vraiment pourquoi. J'ai été content de retrouver Dylan O'Brien que j'avais apprécié dans The Maze Runner, moins enthousiaste pour Brittany Robertson qui m'avait laissé perplexe dans Tomorrowland. Et bien je dois dire que cette dernière m'a agréablement surpris ici, son jeu d'acteur rendant son personnage intéressant, notamment par quelques mimiques ajoutant un sens à son caractère. Ce duo d'acteurs fonctionne si bien que la romance parait réelle. Malheureusement même si l'alchimie opère, cela ne suffit pas à faire de ce film une référence.L'histoire est banale. Deux adolescents se rencontrent, tombent amoureux, et c'est tout. Je sais que le genre l'impose, mais je m'attendais à voir une trame un peu plus poussée. Dès la scène d'introduction, l'on connait la fin de l'histoire.Il faut toutefois noter le travail sur la psychologie des personnages même si l'on tend vers le cliché. Les personnages dialoguent réellement, allant chercher en profondeur les sentiments de l'autre, ce qui est assez rare dans ce type de films. Malheureusement on est face au schéma classique du garçon "trop gentil"; romantique tombé dans la friendzone, et de la fille qui veut se donner un style "je m'en foutiste" qui finalement succombe à son charme. Certaines scènes ont néanmoins tenté de sortir des sentiers battus, comme celle du cinéma, très subtile, et qui permet de découvrir les doutes, les envies et les peurs de chacun. Ces scènes sont trop peu nombreuses alors qu'elles auraient pu donner une dimension nouvelle à l'histoire présentée. Au final on arrive à la fin du film en se disant "C'est tout ?"Je ferai le même reproche aux personnages secondaires. Simon Daldry est un personnage très intéressant qui aurait mérité un approfondissement. Il apporte une touche comique et rafraichissante ce film. Par contre le personnage de Stella représente le cliché de l'étudiante américaine et dessert réellement l'histoire.Au final ce film n'est pas si mauvais en comparaison des autres romances, mais aurait largement pu être au-dessus s'il n'était pas tombé dans la simplicité. Un film qui plaira sans aucun doute aux adolescents rêveurs ou aux adultes croyant encore aux belles histoires d'amour.;;;; 3
